ENSG00000148384.13	INPP5E
ENSG00000221914.11	PPP2R2A
ENSG00000092445.12	TYRO3
ENSG00000139352.4	ASCL1
ENSG00000169105.8	CHST14
ENSG00000163879.11	DNALI1
ENSG00000104687.14	GSR
ENSG00000148841.17	ITPRIP
ENSG00000081041.9	CXCL2
ENSG00000125850.11	OVOL2
ENSG00000163864.17	NMNAT3
ENSG00000112996.11	MRPS30
ENSG00000137392.10	CLPS
ENSG00000152620.13	NADK2
ENSG00000110077.14	MS4A6A
ENSG00000137801.11	THBS1
ENSG00000134061.5	CD180
ENSG00000197594.13	ENPP1
ENSG00000109667.12	SLC2A9
ENSG00000065268.11	WDR18
ENSG00000198830.11	HMGN2
ENSG00000104415.14	WISP1
ENSG00000092054.13	MYH7
ENSG00000137168.8	PPIL1
ENSG00000134287.10	ARF3
ENSG00000040487.13	PQLC2
ENSG00000118946.12	PCDH17
ENSG00000114374.13	USP9Y
ENSG00000137815.14	RTF1
ENSG00000173809.18	TDRD12
ENSG00000101751.10	POLI
ENSG00000110811.20	P3H3
ENSG00000163202.5	LCE3D
ENSG00000184922.14	FMNL1
ENSG00000005073.6	HOXA11
ENSG00000155329.12	ZCCHC10
ENSG00000165097.16	KDM1B
ENSG00000139496.16	NUP58
ENSG00000012232.9	EXTL3
ENSG00000121858.11	TNFSF10
ENSG00000124784.9	RIOK1
ENSG00000105472.13	CLEC11A
ENSG00000158552.13	ZFAND2B
ENSG00000127585.12	FBXL16
ENSG00000177479.19	ARIH2
ENSG00000110514.19	MADD
ENSG00000108679.13	LGALS3BP
ENSG00000125875.14	TBC1D20
ENSG00000008118.10	CAMK1G
ENSG00000188130.14	MAPK12
ENSG00000126756.12	UXT
ENSG00000100583.4	SAMD15
ENSG00000115828.17	QPCT
ENSG00000085840.13	ORC1
ENSG00000166228.9	PCBD1
ENSG00000064886.14	CHI3L2
ENSG00000153827.13	TRIP12
ENSG00000173065.13	FAM222B
ENSG00000101951.17	PAGE4
ENSG00000156261.13	CCT8
ENSG00000160953.16	MUM1
ENSG00000109089.7	CDR2L
ENSG00000066322.15	ELOVL1
ENSG00000091129.21	NRCAM
ENSG00000115841.21	RMDN2
ENSG00000131730.16	CKMT2
ENSG00000166166.13	TRMT61A
ENSG00000070413.20	DGCR2
ENSG00000078142.13	PIK3C3
ENSG00000132254.12	ARFIP2
ENSG00000100053.10	CRYBB3
ENSG00000155975.10	VPS37A
ENSG00000047578.13	KIAA0556
ENSG00000171234.14	UGT2B7
ENSG00000161914.10	ZNF653
ENSG00000215440.12	NPEPL1
ENSG00000173575.22	CHD2
ENSG00000116183.11	PAPPA2
ENSG00000158874.11	APOA2
ENSG00000182890.5	GLUD2
ENSG00000163870.16	TPRA1
ENSG00000149599.15	DUSP15
ENSG00000203805.11	PLPP4
ENSG00000137802.14	MAPKBP1
ENSG00000185024.17	BRF1
ENSG00000072954.7	TMEM38A
ENSG00000173818.17	ENDOV
ENSG00000196591.12	HDAC2
ENSG00000107331.17	ABCA2
ENSG00000108654.15	DDX5
ENSG00000043143.20	JADE2
ENSG00000088053.11	GP6
ENSG00000150787.8	PTS
ENSG00000141736.13	ERBB2
ENSG00000008438.5	PGLYRP1
ENSG00000113368.12	LMNB1
ENSG00000167272.11	POP5
ENSG00000165887.12	ANKRD2
ENSG00000122756.15	CNTFR
ENSG00000196497.17	IPO4
ENSG00000173614.14	NMNAT1
ENSG00000269743.3	SLC25A53
ENSG00000167553.16	TUBA1C
ENSG00000113068.10	PFDN1
ENSG00000069482.7	GAL
ENSG00000006468.14	ETV1
ENSG00000129682.16	FGF13
ENSG00000078295.17	ADCY2
ENSG00000101246.20	ARFRP1
ENSG00000151881.14	TMEM267
ENSG00000177238.14	TRIM72
ENSG00000130726.12	TRIM28
ENSG00000146085.8	MUT
ENSG00000103512.15	NOMO1
ENSG00000074047.21	GLI2
ENSG00000149136.9	SSRP1
ENSG00000048540.15	LMO3
ENSG00000125812.16	GZF1
ENSG00000071539.14	TRIP13
ENSG00000104081.14	BMF
ENSG00000151332.19	MBIP
ENSG00000172830.13	SSH3
ENSG00000115808.12	STRN
ENSG00000164332.8	UBLCP1
ENSG00000204396.11	VWA7
ENSG00000156575.2	PRG3
ENSG00000116514.16	RNF19B
ENSG00000111615.14	KRR1
ENSG00000205808.7	PLPP6
ENSG00000102385.12	DRP2
ENSG00000156531.17	PHF6
ENSG00000162065.14	TBC1D24
ENSG00000094914.14	AAAS
ENSG00000111799.21	COL12A1
ENSG00000105438.9	KDELR1
ENSG00000165219.22	GAPVD1
ENSG00000168538.16	TRAPPC11
ENSG00000011304.20	PTBP1
ENSG00000154678.18	PDE1C
ENSG00000100426.7	ZBED4
ENSG00000157654.19	PALM2-AKAP2
ENSG00000257218.6	GATC
ENSG00000102879.16	CORO1A
ENSG00000084234.17	APLP2
ENSG00000112214.10	FHL5
ENSG00000129933.21	MAU2
ENSG00000159086.15	PAXBP1
ENSG00000152556.17	PFKM
ENSG00000077616.11	NAALAD2
ENSG00000156564.9	LRFN2
ENSG00000158163.15	DZIP1L
ENSG00000162460.7	TMEM82
ENSG00000120322.4	PCDHB8
ENSG00000099817.12	POLR2E
ENSG00000147862.17	NFIB
ENSG00000119760.16	SUPT7L
ENSG00000169933.15	FRMPD4
ENSG00000170606.15	HSPA4
ENSG00000147381.11	MAGEA4
ENSG00000000419.12	DPM1
ENSG00000186197.15	EDARADD
ENSG00000180872.5	DEFB112
ENSG00000204961.7	PCDHA9
ENSG00000122359.18	ANXA11
ENSG00000145414.9	NAF1
ENSG00000153113.23	CAST
ENSG00000158691.14	ZSCAN12
ENSG00000112941.14	PAPD7
ENSG00000106327.13	TFR2
ENSG00000103494.14	RPGRIP1L
ENSG00000137203.14	TFAP2A
ENSG00000079931.15	MOXD1
ENSG00000102738.8	MRPS31
ENSG00000164946.19	FREM1
ENSG00000164620.9	RELL2
ENSG00000034971.17	MYOC
ENSG00000205090.9	TMEM240
ENSG00000131469.15	RPL27
ENSG00000188833.10	ENTPD8
ENSG00000125834.13	STK35
ENSG00000265972.6	TXNIP
ENSG00000163815.6	CLEC3B
ENSG00000219073.8	CELA3B
ENSG00000167258.15	CDK12
ENSG00000196449.4	YRDC
ENSG00000164068.16	RNF123
ENSG00000162618.15	ADGRL4
ENSG00000184432.10	COPB2
ENSG00000144579.7	CTDSP1
ENSG00000030066.13	NUP160
ENSG00000162576.16	MXRA8
ENSG00000007255.10	TRAPPC6A
ENSG00000101335.10	MYL9
ENSG00000162851.8	TFB2M
ENSG00000239900.12	ADSL
ENSG00000066336.12	SPI1
ENSG00000161652.12	IZUMO2
ENSG00000123572.17	NRK
ENSG00000136040.9	PLXNC1
ENSG00000130522.6	JUND
ENSG00000065809.13	FAM107B
ENSG00000108984.15	MAP2K6
ENSG00000085415.16	SEH1L
ENSG00000131116.12	ZNF428
ENSG00000169992.10	NLGN2
ENSG00000178607.16	ERN1
ENSG00000128602.11	SMO
ENSG00000169045.17	HNRNPH1
ENSG00000183760.11	ACP7
ENSG00000071073.13	MGAT4A
ENSG00000179915.23	NRXN1
ENSG00000127616.18	SMARCA4
ENSG00000100764.14	PSMC1
ENSG00000133997.11	MED6
ENSG00000130921.8	C12orf65
ENSG00000139180.11	NDUFA9
ENSG00000108963.18	DPH1
ENSG00000122884.12	P4HA1
ENSG00000172531.15	PPP1CA
ENSG00000108684.14	ASIC2
ENSG00000176749.9	CDK5R1
ENSG00000141198.16	TOM1L1
ENSG00000104756.16	KCTD9
ENSG00000145248.7	SLC10A4
ENSG00000163082.10	SGPP2
ENSG00000141569.12	TRIM65
ENSG00000143164.15	DCAF6
ENSG00000116459.11	ATP5PB
ENSG00000177192.14	PUS1
ENSG00000131370.16	SH3BP5
ENSG00000167770.11	OTUB1
ENSG00000119912.17	IDE
ENSG00000119139.20	TJP2
ENSG00000188986.8	NELFB
ENSG00000092969.12	TGFB2
ENSG00000204655.12	MOG
ENSG00000006116.4	CACNG3
ENSG00000156639.12	ZFAND3
ENSG00000187268.12	FAM9C
ENSG00000106683.15	LIMK1
ENSG00000180884.10	ZNF792
ENSG00000211668.2	IGLV2-11
ENSG00000099917.17	MED15
ENSG00000154124.5	OTULIN
ENSG00000005889.15	ZFX
ENSG00000064547.14	LPAR2
ENSG00000150753.12	CCT5
ENSG00000171729.14	TMEM51
ENSG00000131165.15	CHMP1A
ENSG00000198089.16	SFI1
ENSG00000148300.12	REXO4
ENSG00000178401.16	DNAJC22
ENSG00000169439.12	SDC2
ENSG00000130348.11	QRSL1
ENSG00000000005.6	TNMD
ENSG00000179912.20	R3HDM2
ENSG00000076248.11	UNG
ENSG00000106392.11	C1GALT1
ENSG00000158467.16	AHCYL2
ENSG00000197555.9	SIPA1L1
ENSG00000130725.8	UBE2M
ENSG00000213123.11	TCTEX1D2
ENSG00000141098.13	GFOD2
ENSG00000196642.19	RABL6
ENSG00000115268.9	RPS15
ENSG00000163686.15	ABHD6
ENSG00000205268.11	PDE7A
ENSG00000178381.12	ZFAND2A
ENSG00000142208.16	AKT1
ENSG00000145362.20	ANK2
ENSG00000198682.13	PAPSS2
ENSG00000088280.19	ASAP3
ENSG00000112297.17	CRYBG1
ENSG00000138614.15	INTS14
ENSG00000186222.5	BLOC1S4
ENSG00000118246.14	FASTKD2
ENSG00000124107.5	SLPI
ENSG00000105808.18	RASA4
ENSG00000155629.15	PIK3AP1
ENSG00000173559.14	NABP1
ENSG00000117408.11	IPO13
ENSG00000119661.15	DNAL1
ENSG00000274523.5	RCC1L
ENSG00000188000.5	OR7D2
ENSG00000065534.18	MYLK
ENSG00000117602.12	RCAN3
ENSG00000130311.11	DDA1
ENSG00000153130.17	SCOC
ENSG00000128591.15	FLNC
ENSG00000182952.5	HMGN4
ENSG00000136531.17	SCN2A
ENSG00000121774.18	KHDRBS1
ENSG00000143401.15	ANP32E
ENSG00000144029.12	MRPS5
ENSG00000139734.19	DIAPH3
ENSG00000213741.11	RPS29
ENSG00000181885.18	CLDN7
ENSG00000065000.19	AP3D1
ENSG00000178773.15	CPNE7
ENSG00000172399.6	MYOZ2
ENSG00000112182.15	BACH2
ENSG00000149503.13	INCENP
ENSG00000145241.11	CENPC
ENSG00000110063.10	DCPS
ENSG00000163155.12	LYSMD1
ENSG00000143341.12	HMCN1
ENSG00000136111.14	TBC1D4
ENSG00000196502.11	SULT1A1
ENSG00000134917.10	ADAMTS8
ENSG00000122986.13	HVCN1
ENSG00000160993.4	ALKBH4
ENSG00000115526.11	CHST10
ENSG00000090372.15	STRN4
ENSG00000138835.22	RGS3
ENSG00000166902.5	MRPL16
ENSG00000136783.10	NIPSNAP3A
ENSG00000071994.11	PDCD2
ENSG00000152464.15	RPP38
ENSG00000162520.15	SYNC
ENSG00000170846.17	AC093323.1
ENSG00000163071.11	SPATA18
ENSG00000105675.9	ATP4A
ENSG00000116833.14	NR5A2
ENSG00000114638.8	UPK1B
ENSG00000211959.2	IGHV4-39
ENSG00000105697.9	HAMP
ENSG00000155368.16	DBI
ENSG00000099625.13	CBARP
ENSG00000138777.20	PPA2
ENSG00000185722.18	ANKFY1
ENSG00000179119.15	SPTY2D1
ENSG00000135917.15	SLC19A3
ENSG00000127663.15	KDM4B
ENSG00000155926.14	SLA
ENSG00000056586.16	RC3H2
ENSG00000103888.17	CEMIP
ENSG00000166825.14	ANPEP
ENSG00000156873.16	PHKG2
ENSG00000166596.15	CFAP52
ENSG00000180638.17	SLC47A2
ENSG00000112077.17	RHAG
ENSG00000204175.5	GPRIN2
ENSG00000206418.4	RAB12
ENSG00000124875.10	CXCL6
ENSG00000165672.7	PRDX3
ENSG00000173517.10	PEAK1
ENSG00000173726.11	TOMM20
ENSG00000100450.13	GZMH
ENSG00000137073.23	UBAP2
ENSG00000136352.18	NKX2-1
ENSG00000167874.7	TMEM88
ENSG00000189077.11	TMEM120A
ENSG00000186529.16	CYP4F3
ENSG00000138018.18	SELENOI
ENSG00000013374.16	NUB1
ENSG00000121410.12	A1BG
ENSG00000070214.16	SLC44A1
ENSG00000079459.13	FDFT1
ENSG00000176956.12	LY6H
ENSG00000284862.3	CCDC39
ENSG00000167470.12	MIDN
ENSG00000107551.21	RASSF4
ENSG00000136878.13	USP20
ENSG00000129355.7	CDKN2D
ENSG00000074211.14	PPP2R2C
ENSG00000011260.14	UTP18
ENSG00000166887.15	VPS39
ENSG00000145016.16	RUBCN
ENSG00000014138.9	POLA2
ENSG00000148339.12	SLC25A25
ENSG00000134255.14	CEPT1
ENSG00000119669.5	IRF2BPL
ENSG00000149591.17	TAGLN
ENSG00000166860.3	ZBTB39
ENSG00000221988.13	PPT2
ENSG00000178031.17	ADAMTSL1
ENSG00000170950.6	PGK2
ENSG00000172159.16	FRMD3
ENSG00000105696.9	TMEM59L
ENSG00000163913.12	IFT122
ENSG00000171195.11	MUC7
ENSG00000072849.11	DERL2
ENSG00000224389.9	C4B
ENSG00000162601.11	MYSM1
ENSG00000009790.15	TRAF3IP3
ENSG00000174938.14	SEZ6L2
ENSG00000112936.19	C7
ENSG00000159166.15	LAD1
ENSG00000162402.14	USP24
ENSG00000127666.9	TICAM1
ENSG00000105619.13	TFPT
ENSG00000137936.18	BCAR3
ENSG00000170482.17	SLC23A1
ENSG00000185028.4	LRRC14B
ENSG00000140600.17	SH3GL3
ENSG00000164402.14	SEPT8
ENSG00000179776.19	CDH5
ENSG00000151025.11	GPR158
ENSG00000172461.11	FUT9
ENSG00000066230.12	SLC9A3
ENSG00000164318.18	EGFLAM
ENSG00000259431.6	THTPA
ENSG00000143870.13	PDIA6
ENSG00000078018.20	MAP2
ENSG00000148090.12	AUH
ENSG00000148655.15	LRMDA
ENSG00000156052.11	GNAQ
ENSG00000072657.9	TRHDE
ENSG00000166862.6	CACNG2
ENSG00000198586.14	TLK1
ENSG00000149742.10	SLC22A9
ENSG00000187122.17	SLIT1
ENSG00000115364.14	MRPL19
ENSG00000116586.12	LAMTOR2
ENSG00000170619.10	COMMD5
ENSG00000166938.13	DIS3L
ENSG00000227345.8	PARG
ENSG00000140859.16	KIFC3
ENSG00000132382.14	MYBBP1A
ENSG00000152256.14	PDK1
ENSG00000204138.13	PHACTR4
ENSG00000185055.11	EFCAB10
ENSG00000124743.6	KLHL31
ENSG00000084774.14	CAD
ENSG00000115904.13	SOS1
ENSG00000116128.11	BCL9
ENSG00000106565.18	TMEM176B
ENSG00000182389.19	CACNB4
ENSG00000256061.7	DNAAF4
ENSG00000154736.6	ADAMTS5
ENSG00000140987.20	ZSCAN32
ENSG00000075651.16	PLD1
ENSG00000071242.12	RPS6KA2
ENSG00000136807.14	CDK9
ENSG00000165801.10	ARHGEF40
ENSG00000108443.14	RPS6KB1
ENSG00000160957.14	RECQL4
ENSG00000154269.15	ENPP3
ENSG00000234068.7	PAGE2
ENSG00000067113.17	PLPP1
ENSG00000157224.16	CLDN12
ENSG00000131711.15	MAP1B
ENSG00000160654.11	CD3G
ENSG00000185100.10	ADSSL1
ENSG00000183696.14	UPP1
ENSG00000005175.10	RPAP3
ENSG00000182985.17	CADM1
ENSG00000179988.14	PSTK
ENSG00000115317.11	HTRA2
ENSG00000180190.11	TDRP
ENSG00000130758.8	MAP3K10
ENSG00000158796.17	DEDD
ENSG00000118473.22	SGIP1
ENSG00000116035.4	VAX2
ENSG00000164329.13	PAPD4
ENSG00000110436.13	SLC1A2
ENSG00000068400.13	GRIPAP1
ENSG00000170525.21	PFKFB3
ENSG00000196793.13	ZNF239
ENSG00000130653.16	PNPLA7
ENSG00000196544.8	BORCS6
ENSG00000139436.21	GIT2
ENSG00000096063.16	SRPK1
ENSG00000090581.10	GNPTG
ENSG00000114626.18	ABTB1
ENSG00000172331.12	BPGM
ENSG00000038002.9	AGA
ENSG00000130723.20	PRRC2B
ENSG00000123159.16	GIPC1
ENSG00000138623.10	SEMA7A
ENSG00000109854.13	HTATIP2
ENSG00000110013.13	SIAE
ENSG00000108557.19	RAI1
ENSG00000049860.14	HEXB
ENSG00000105821.15	DNAJC2
ENSG00000166342.19	NETO1
ENSG00000119632.4	IFI27L2
ENSG00000085465.13	OVGP1
ENSG00000131781.13	FMO5
ENSG00000141314.13	RHBDL3
ENSG00000059691.12	GATB
ENSG00000224877.4	NDUFAF8
ENSG00000100348.10	TXN2
ENSG00000130540.14	SULT4A1
ENSG00000162704.16	ARPC5
ENSG00000131470.14	PSMC3IP
ENSG00000146802.13	TMEM168
ENSG00000104998.4	IL27RA
ENSG00000102003.10	SYP
ENSG00000213088.12	ACKR1
ENSG00000025293.17	PHF20
ENSG00000132972.19	RNF17
ENSG00000109787.13	KLF3
ENSG00000139567.13	ACVRL1
ENSG00000120314.18	WDR55
ENSG00000128510.12	CPA4
ENSG00000008513.16	ST3GAL1
ENSG00000105204.14	DYRK1B
ENSG00000135926.15	TMBIM1
ENSG00000168939.11	SPRY3
ENSG00000102119.11	EMD
ENSG00000124496.12	TRERF1
ENSG00000137491.15	SLCO2B1
ENSG00000136891.14	TEX10
ENSG00000099889.14	ARVCF
ENSG00000101265.16	RASSF2
ENSG00000074603.19	DPP8
ENSG00000103196.12	CRISPLD2
ENSG00000112139.16	MDGA1
ENSG00000087191.13	PSMC5
ENSG00000132017.10	DCAF15
ENSG00000164294.14	GPX8
ENSG00000080910.13	CFHR2
ENSG00000132471.12	WBP2
ENSG00000168434.13	COG7
ENSG00000170454.6	KRT75
ENSG00000171033.13	PKIA
ENSG00000176894.10	PXMP2
ENSG00000023892.11	DEF6
ENSG00000171219.9	CDC42BPG
ENSG00000179477.11	ALOX12B
ENSG00000132356.11	PRKAA1
ENSG00000065320.9	NTN1
ENSG00000108639.7	SYNGR2
ENSG00000116209.12	TMEM59
ENSG00000116539.13	ASH1L
ENSG00000182986.14	ZNF320
ENSG00000213398.8	LCAT
ENSG00000185650.10	ZFP36L1
ENSG00000125648.15	SLC25A23
ENSG00000164244.21	PRRC1
ENSG00000150403.18	TMCO3
ENSG00000143882.12	ATP6V1C2
ENSG00000105851.11	PIK3CG
ENSG00000149308.17	NPAT
ENSG00000153006.16	SREK1IP1
ENSG00000108381.11	ASPA
ENSG00000102158.19	MAGT1
ENSG00000166509.12	CLEC3A
ENSG00000110931.19	CAMKK2
ENSG00000198727.2	MT-CYB
ENSG00000143815.15	LBR
ENSG00000197273.4	GUCA2A
ENSG00000121905.10	HPCA
ENSG00000108829.10	LRRC59
ENSG00000104814.13	MAP4K1
ENSG00000188396.3	TCTEX1D4
ENSG00000072310.17	SREBF1
ENSG00000109758.9	HGFAC
ENSG00000122299.12	ZC3H7A
ENSG00000143256.5	PFDN2
ENSG00000171102.14	OBP2B
ENSG00000145506.14	NKD2
ENSG00000175334.8	BANF1
ENSG00000102312.22	PORCN
ENSG00000185753.13	CXorf38
ENSG00000107738.20	VSIR
ENSG00000135424.18	ITGA7
ENSG00000143207.21	COP1
ENSG00000054983.17	GALC
ENSG00000164951.16	PDP1
ENSG00000070367.16	EXOC5
ENSG00000145050.19	MANF
ENSG00000177105.10	RHOG
ENSG00000138459.9	SLC35A5
ENSG00000121898.13	CPXM2
ENSG00000184182.18	UBE2F
ENSG00000140522.12	RLBP1
ENSG00000161091.13	MFSD12
ENSG00000175602.4	CCDC85B
ENSG00000179542.16	SLITRK4
ENSG00000060138.13	YBX3
ENSG00000187987.9	ZSCAN23
ENSG00000110871.15	COQ5
ENSG00000090530.10	P3H2
ENSG00000073331.18	ALPK1
ENSG00000160593.19	JAML
ENSG00000164038.16	SLC9B2
ENSG00000172530.20	BANP
ENSG00000109272.4	PF4V1
ENSG00000160439.16	RDH13
ENSG00000162734.13	PEA15
ENSG00000133858.17	ZFC3H1
ENSG00000103154.9	NECAB2
ENSG00000125779.22	PANK2
ENSG00000175305.17	CCNE2
ENSG00000224470.8	ATXN1L
ENSG00000164265.9	SCGB3A2
ENSG00000010278.14	CD9
ENSG00000105063.19	PPP6R1
ENSG00000151247.12	EIF4E
ENSG00000155906.19	RMND1
ENSG00000166002.7	SMCO4
ENSG00000168743.12	NPNT
ENSG00000115593.15	SMYD1
ENSG00000149196.16	HIKESHI
ENSG00000165078.13	CPA6
ENSG00000155366.17	RHOC
ENSG00000149485.19	FADS1
ENSG00000073417.15	PDE8A
ENSG00000112530.11	PACRG
ENSG00000091428.18	RAPGEF4
ENSG00000129353.15	SLC44A2
ENSG00000057019.16	DCBLD2
ENSG00000189007.16	ADAT2
ENSG00000173674.11	EIF1AX
ENSG00000128165.9	ADM2
ENSG00000179456.10	ZBTB18
ENSG00000158555.15	GDPD5
ENSG00000136682.15	CBWD2
ENSG00000137312.15	FLOT1
ENSG00000120875.9	DUSP4
ENSG00000102580.15	DNAJC3
ENSG00000117222.14	RBBP5
ENSG00000163624.6	CDS1
ENSG00000067704.10	IARS2
ENSG00000186716.21	BCR
ENSG00000104760.17	FGL1
ENSG00000170465.10	KRT6C
ENSG00000134884.15	ARGLU1
ENSG00000065183.16	WDR3
ENSG00000144369.13	FAM171B
ENSG00000278535.5	DHRS11
ENSG00000173930.9	SLCO4C1
ENSG00000128011.4	LRFN1
ENSG00000108733.10	PEX12
ENSG00000173638.19	SLC19A1
ENSG00000158769.18	F11R
ENSG00000142330.20	CAPN10
ENSG00000136450.13	SRSF1
ENSG00000060558.4	GNA15
ENSG00000106603.19	COA1
ENSG00000196368.5	NUDT11
ENSG00000171051.8	FPR1
ENSG00000100142.16	POLR2F
ENSG00000013275.8	PSMC4
ENSG00000128849.10	CGNL1
ENSG00000086189.10	DIMT1
ENSG00000144455.14	SUMF1
ENSG00000155511.18	GRIA1
ENSG00000158517.15	NCF1
ENSG00000142973.14	CYP4B1
ENSG00000163006.12	CCDC138
ENSG00000117069.15	ST6GALNAC5
ENSG00000166387.13	PPFIBP2
ENSG00000186185.14	KIF18B
ENSG00000145147.20	SLIT2
ENSG00000152520.14	PAN3
ENSG00000269586.7	CT45A10
ENSG00000122861.16	PLAU
ENSG00000131051.24	RBM39
ENSG00000198168.9	SVIP
ENSG00000166847.10	DCTN5
ENSG00000082146.13	STRADB
ENSG00000100285.10	NEFH
ENSG00000102898.12	NUTF2
ENSG00000130513.6	GDF15
ENSG00000154146.13	NRGN
ENSG00000203783.5	PRR9
ENSG00000128298.17	BAIAP2L2
ENSG00000164197.12	RNF180
ENSG00000119640.9	ACYP1
ENSG00000140939.14	NOL3
ENSG00000189143.9	CLDN4
ENSG00000100336.17	APOL4
ENSG00000134824.14	FADS2
ENSG00000103496.15	STX4
ENSG00000284479.1	AC009477.2
ENSG00000144161.13	ZC3H8
ENSG00000162594.16	IL23R
ENSG00000132718.9	SYT11
ENSG00000104517.13	UBR5
ENSG00000186141.9	POLR3C
ENSG00000157593.19	SLC35B2
ENSG00000172175.15	MALT1
ENSG00000126005.17	MMP24OS
ENSG00000145388.15	METTL14
ENSG00000140650.12	PMM2
ENSG00000187730.9	GABRD
ENSG00000047932.14	GOPC
ENSG00000185262.9	UBALD2
ENSG00000169020.10	ATP5ME
ENSG00000072201.14	LNX1
ENSG00000161944.16	ASGR2
ENSG00000162407.9	PLPP3
ENSG00000124374.9	PAIP2B
ENSG00000136861.18	CDK5RAP2
ENSG00000160908.15	ZNF394
ENSG00000126214.21	KLC1
ENSG00000138495.6	COX17
ENSG00000166881.10	NEMP1
ENSG00000185201.16	IFITM2
ENSG00000164122.9	ASB5
ENSG00000171867.17	PRNP
ENSG00000257103.8	LSM14A
ENSG00000112977.16	DAP
ENSG00000080345.18	RIF1
ENSG00000156928.5	MALSU1
ENSG00000171552.13	BCL2L1
ENSG00000105849.6	TWISTNB
ENSG00000275074.2	NUDT18
ENSG00000092009.10	CMA1
ENSG00000102786.15	INTS6
ENSG00000153266.13	FEZF2
ENSG00000155066.16	PROM2
ENSG00000149923.14	PPP4C
ENSG00000085662.14	AKR1B1
ENSG00000231389.7	HLA-DPA1
ENSG00000170776.22	AKAP13
ENSG00000197646.8	PDCD1LG2
ENSG00000166856.3	GPR182
ENSG00000140367.12	UBE2Q2
ENSG00000014164.7	ZC3H3
ENSG00000148803.12	FUOM
ENSG00000160949.17	TONSL
ENSG00000030419.16	IKZF2
ENSG00000164283.13	ESM1
ENSG00000169067.4	ACTBL2
ENSG00000118707.10	TGIF2
ENSG00000124568.12	SLC17A1
ENSG00000141433.13	ADCYAP1
ENSG00000176204.13	LRRTM4
ENSG00000274070.2	CASTOR2
ENSG00000168309.18	FAM107A
ENSG00000198001.14	IRAK4
ENSG00000074319.13	TSG101
ENSG00000172543.8	CTSW
ENSG00000132294.15	EFR3A
ENSG00000178913.8	TAF7
ENSG00000168546.11	GFRA2
ENSG00000081177.18	EXD2
ENSG00000272674.3	PCDHB16
ENSG00000198786.2	MT-ND5
ENSG00000167671.12	UBXN6
ENSG00000155506.17	LARP1
ENSG00000165678.21	GHITM
ENSG00000171612.7	SLC25A33
ENSG00000175414.7	ARL10
ENSG00000186081.12	KRT5
ENSG00000131016.17	AKAP12
ENSG00000170185.10	USP38
ENSG00000010610.10	CD4
ENSG00000073910.22	FRY
ENSG00000198743.7	SLC5A3
ENSG00000178718.7	RPP25
ENSG00000138760.10	SCARB2
ENSG00000135679.25	MDM2
ENSG00000142546.14	NOSIP
ENSG00000186806.5	VSIG10L
ENSG00000171564.11	FGB
ENSG00000112306.8	RPS12
ENSG00000171497.5	PPID
ENSG00000088247.17	KHSRP
ENSG00000121621.7	KIF18A
ENSG00000150093.19	ITGB1
ENSG00000139537.11	CCDC65
ENSG00000071054.16	MAP4K4
ENSG00000196998.19	WDR45
ENSG00000131969.15	ABHD12B
ENSG00000198046.12	ZNF667
ENSG00000032444.16	PNPLA6
ENSG00000078070.13	MCCC1
ENSG00000162378.13	ZYG11B
ENSG00000147526.20	TACC1
ENSG00000116151.14	MORN1
ENSG00000171311.13	EXOSC1
ENSG00000185482.8	STAC3
ENSG00000123836.15	PFKFB2
ENSG00000091009.8	RBM27
ENSG00000133687.16	TMTC1
ENSG00000133424.20	LARGE1
ENSG00000086062.12	B4GALT1
ENSG00000132436.11	FIGNL1
ENSG00000205436.7	EXOC3L4
ENSG00000099795.7	NDUFB7
ENSG00000100097.12	LGALS1
ENSG00000133433.10	GSTT2B
ENSG00000100221.10	JOSD1
ENSG00000167815.12	PRDX2
ENSG00000112378.12	PERP
ENSG00000129473.10	BCL2L2
ENSG00000154920.14	EME1
ENSG00000120805.14	ARL1
ENSG00000151702.17	FLI1
ENSG00000176658.17	MYO1D
ENSG00000148346.12	LCN2
ENSG00000135100.18	HNF1A
ENSG00000214753.4	HNRNPUL2
ENSG00000013573.17	DDX11
ENSG00000151388.11	ADAMTS12
ENSG00000150712.11	MTMR12
ENSG00000088876.13	ZNF343
ENSG00000137409.19	MTCH1
ENSG00000118513.19	MYB
ENSG00000167333.13	TRIM68
ENSG00000141646.14	SMAD4
ENSG00000115661.14	STK16
ENSG00000117036.12	ETV3
ENSG00000035862.12	TIMP2
ENSG00000166200.15	COPS2
ENSG00000239819.2	IGKV1D-8
ENSG00000155850.8	SLC26A2
ENSG00000149600.11	COMMD7
ENSG00000102316.17	MAGED2
ENSG00000168918.14	INPP5D
ENSG00000197451.12	HNRNPAB
ENSG00000117395.12	EBNA1BP2
ENSG00000131183.11	SLC34A1
ENSG00000163605.15	PPP4R2
ENSG00000159167.12	STC1
ENSG00000143434.15	SEMA6C
ENSG00000100413.17	POLR3H
ENSG00000152942.19	RAD17
ENSG00000100902.11	PSMA6
ENSG00000119559.17	C19orf25
ENSG00000211952.3	IGHV4-28
ENSG00000189377.9	CXCL17
ENSG00000175274.18	TP53I11
ENSG00000103490.14	PYCARD
ENSG00000180376.17	CCDC66
ENSG00000125733.18	TRIP10
ENSG00000072401.15	UBE2D1
ENSG00000121680.16	PEX16
ENSG00000135744.8	AGT
ENSG00000138615.6	CILP
