From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
Q12955	Q12955	reviewed	ANK3_HUMAN	Ankyrin-3, ANK-3 (Ankyrin-G)	ANK3	Homo sapiens (Human)	4377
Q12959	Q12959	reviewed	DLG1_HUMAN	Disks large homolog 1 (Synapse-associated protein 97, SAP-97, SAP97) (hDlg)	DLG1	Homo sapiens (Human)	904
Q12962	Q12962	reviewed	TAF10_HUMAN	Transcription initiation factor TFIID subunit 10 (STAF28) (Transcription initiation factor TFIID 30 kDa subunit, TAF(II)30, TAFII-30, TAFII30)	TAF10 TAF2A TAF2H TAFII30	Homo sapiens (Human)	218
Q12965	Q12965	reviewed	MYO1E_HUMAN	Unconventional myosin-Ie (Myosin-Ic) (Unconventional myosin 1E)	MYO1E MYO1C	Homo sapiens (Human)	1108
Q12967	Q12967	reviewed	GNDS_HUMAN	Ral guanine nucleotide dissociation stimulator, RalGDS (Ral guanine nucleotide exchange factor, RalGEF)	RALGDS KIAA1308 RGF	Homo sapiens (Human)	914
Q12968	Q12968	reviewed	NFAC3_HUMAN	Nuclear factor of activated T-cells, cytoplasmic 3, NF-ATc3, NFATc3 (NFATx) (T-cell transcription factor NFAT4, NF-AT4, NF-AT4c)	NFATC3 NFAT4	Homo sapiens (Human)	1075
Q12972	Q12972	reviewed	PP1R8_HUMAN	Nuclear inhibitor of protein phosphatase 1, NIPP-1 (Protein phosphatase 1 regulatory inhibitor subunit 8) [Includes: Activator of RNA decay, EC 3.1.4.- (ARD-1) ]	PPP1R8 ARD1 NIPP1	Homo sapiens (Human)	351
Q12979	Q12979	reviewed	ABR_HUMAN	Active breakpoint cluster region-related protein	ABR	Homo sapiens (Human)	859
Q12982	Q12982	reviewed	BNIP2_HUMAN	BCL2/adenovirus E1B 19 kDa protein-interacting protein 2	BNIP2 NIP2	Homo sapiens (Human)	314
Q12983	Q12983	reviewed	BNIP3_HUMAN	BCL2/adenovirus E1B 19 kDa protein-interacting protein 3	BNIP3 NIP3	Homo sapiens (Human)	194
Q12986	Q12986	reviewed	NFX1_HUMAN	Transcriptional repressor NF-X1, EC 2.3.2.- (Nuclear transcription factor, X box-binding protein 1)	NFX1 NFX2	Homo sapiens (Human)	1120
Q12988	Q12988	reviewed	HSPB3_HUMAN	Heat shock protein beta-3, HspB3 (Heat shock 17 kDa protein, HSP 17) (Protein 3)	HSPB3 HSP27 HSPL27	Homo sapiens (Human)	150
Q12996	Q12996	reviewed	CSTF3_HUMAN	Cleavage stimulation factor subunit 3 (CF-1 77 kDa subunit) (Cleavage stimulation factor 77 kDa subunit, CSTF 77 kDa subunit, CstF-77)	CSTF3	Homo sapiens (Human)	717
Q13009	Q13009	reviewed	TIAM1_HUMAN	Rho guanine nucleotide exchange factor TIAM1 (T-lymphoma invasion and metastasis-inducing protein 1, TIAM-1)	TIAM1	Homo sapiens (Human)	1591
Q13017	Q13017	reviewed	RHG05_HUMAN	Rho GTPase-activating protein 5 (Rho-type GTPase-activating protein 5) (p190-B)	ARHGAP5 RHOGAP5	Homo sapiens (Human)	1502
Q13021	Q13021	reviewed	MALL_HUMAN	MAL-like protein (Protein BENE)	MALL BENE	Homo sapiens (Human)	153
Q13023	Q13023	reviewed	AKAP6_HUMAN	A-kinase anchor protein 6, AKAP-6 (A-kinase anchor protein 100 kDa, AKAP 100) (Protein kinase A-anchoring protein 6, PRKA6) (mAKAP)	AKAP6 AKAP100 KIAA0311	Homo sapiens (Human)	2319
Q13029	Q13029	reviewed	PRDM2_HUMAN	PR domain zinc finger protein 2, EC 2.1.1.355 (GATA-3-binding protein G3B) (Lysine N-methyltransferase 8) (MTB-ZF) (MTE-binding protein) (PR domain-containing protein 2) (Retinoblastoma protein-interacting zinc finger protein) (Zinc finger protein RIZ)	PRDM2 KMT8 RIZ	Homo sapiens (Human)	1718
Q13033	Q13033	reviewed	STRN3_HUMAN	Striatin-3 (Cell cycle autoantigen SG2NA) (S/G2 antigen)	STRN3 GS2NA SG2NA	Homo sapiens (Human)	797
Q13042	Q13042	reviewed	CDC16_HUMAN	Cell division cycle protein 16 homolog (Anaphase-promoting complex subunit 6, APC6) (CDC16 homolog, CDC16Hs) (Cyclosome subunit 6)	CDC16 ANAPC6	Homo sapiens (Human)	620
Q13043	Q13043	reviewed	STK4_HUMAN	Serine/threonine-protein kinase 4, EC 2.7.11.1 (Mammalian STE20-like protein kinase 1, MST-1) (STE20-like kinase MST1) (Serine/threonine-protein kinase Krs-2) [Cleaved into: Serine/threonine-protein kinase 4 37kDa subunit, MST1/N; Serine/threonine-protein kinase 4 18kDa subunit, MST1/C ]	STK4 KRS2 MST1	Homo sapiens (Human)	487
Q13049	Q13049	reviewed	TRI32_HUMAN	E3 ubiquitin-protein ligase TRIM32, EC 2.3.2.27 (72 kDa Tat-interacting protein) (RING-type E3 ubiquitin transferase TRIM32) (Tripartite motif-containing protein 32) (Zinc finger protein HT2A)	TRIM32 HT2A	Homo sapiens (Human)	653
Q13057	Q13057	reviewed	COASY_HUMAN	Bifunctional coenzyme A synthase, CoA synthase (NBP) (POV-2) [Includes: Phosphopantetheine adenylyltransferase, EC 2.7.7.3 (Dephospho-CoA pyrophosphorylase) (Pantetheine-phosphate adenylyltransferase, PPAT); Dephospho-CoA kinase, DPCK, EC 2.7.1.24 (Dephosphocoenzyme A kinase, DPCOAK) ]	COASY PSEC0106	Homo sapiens (Human)	564
Q13069	Q13069	reviewed	GAGE5_HUMAN	G antigen 5, GAGE-5 (Cancer/testis antigen 4.5, CT4.5)	GAGE5	Homo sapiens (Human)	117
Q13085	Q13085	reviewed	ACACA_HUMAN	Acetyl-CoA carboxylase 1, ACC1, EC 6.4.1.2 (Acetyl-Coenzyme A carboxylase alpha, ACC-alpha)	ACACA ACAC ACC1 ACCA	Homo sapiens (Human)	2346
Q13094	Q13094	reviewed	LCP2_HUMAN	Lymphocyte cytosolic protein 2 (SH2 domain-containing leukocyte protein of 76 kDa) (SLP-76 tyrosine phosphoprotein, SLP76)	LCP2	Homo sapiens (Human)	533
Q13098	Q13098	reviewed	CSN1_HUMAN	COP9 signalosome complex subunit 1, SGN1, Signalosome subunit 1 (G protein pathway suppressor 1, GPS-1) (JAB1-containing signalosome subunit 1) (Protein MFH)	GPS1 COPS1 CSN1	Homo sapiens (Human)	491
Q13105	Q13105	reviewed	ZBT17_HUMAN	Zinc finger and BTB domain-containing protein 17 (Myc-interacting zinc finger protein 1, Miz-1) (Zinc finger protein 151) (Zinc finger protein 60)	ZBTB17 MIZ1 ZNF151 ZNF60	Homo sapiens (Human)	803
Q13107	Q13107	reviewed	UBP4_HUMAN	Ubiquitin carboxyl-terminal hydrolase 4, EC 3.4.19.12 (Deubiquitinating enzyme 4) (Ubiquitin thioesterase 4) (Ubiquitin-specific-processing protease 4) (Ubiquitous nuclear protein homolog)	USP4 UNP UNPH	Homo sapiens (Human)	963
Q13111	Q13111	reviewed	CAF1A_HUMAN	Chromatin assembly factor 1 subunit A, CAF-1 subunit A (Chromatin assembly factor I p150 subunit, CAF-I 150 kDa subunit, CAF-I p150, hp150)	CHAF1A CAF CAF1P150	Homo sapiens (Human)	956
Q13112	Q13112	reviewed	CAF1B_HUMAN	Chromatin assembly factor 1 subunit B, CAF-1 subunit B (Chromatin assembly factor I p60 subunit, CAF-I 60 kDa subunit, CAF-I p60) (M-phase phosphoprotein 7)	CHAF1B CAF1A CAF1P60 MPHOSPH7 MPP7	Homo sapiens (Human)	559
Q13113	Q13113	reviewed	PDZ1I_HUMAN	PDZK1-interacting protein 1 (17 kDa membrane-associated protein) (Protein DD96)	PDZK1IP1 MAP17	Homo sapiens (Human)	114
Q13123	Q13123	reviewed	RED_HUMAN	Protein Red (Cytokine IK) (IK factor) (Protein RER)	IK RED RER	Homo sapiens (Human)	557
Q13127	Q13127	reviewed	REST_HUMAN	RE1-silencing transcription factor (Neural-restrictive silencer factor) (X2 box repressor)	REST NRSF XBR	Homo sapiens (Human)	1097
Q13129	Q13129	reviewed	RLF_HUMAN	Zinc finger protein Rlf (Rearranged L-myc fusion gene protein) (Zn-15-related protein)	RLF	Homo sapiens (Human)	1914
Q13131	Q13131	reviewed	AAPK1_HUMAN	5'-AMP-activated protein kinase catalytic subunit alpha-1, AMPK subunit alpha-1, EC 2.7.11.1 (Acetyl-CoA carboxylase kinase, ACACA kinase, EC 2.7.11.27) (Hydroxymethylglutaryl-CoA reductase kinase, HMGCR kinase, EC 2.7.11.31) (Tau-protein kinase PRKAA1, EC 2.7.11.26)	PRKAA1 AMPK1	Homo sapiens (Human)	559
Q13133	Q13133	reviewed	NR1H3_HUMAN	Oxysterols receptor LXR-alpha (Liver X receptor alpha) (Nuclear receptor subfamily 1 group H member 3)	NR1H3 LXRA	Homo sapiens (Human)	447
Q13136	Q13136	reviewed	LIPA1_HUMAN	Liprin-alpha-1 (LAR-interacting protein 1, LIP-1) (Protein tyrosine phosphatase receptor type f polypeptide-interacting protein alpha-1, PTPRF-interacting protein alpha-1)	PPFIA1 LIP1	Homo sapiens (Human)	1202
Q13137	Q13137	reviewed	CACO2_HUMAN	Calcium-binding and coiled-coil domain-containing protein 2 (Antigen nuclear dot 52 kDa protein) (Nuclear domain 10 protein NDP52, Nuclear domain 10 protein 52) (Nuclear dot protein 52)	CALCOCO2 NDP52	Homo sapiens (Human)	446
Q13144	Q13144	reviewed	EI2BE_HUMAN	Translation initiation factor eIF-2B subunit epsilon (eIF-2B GDP-GTP exchange factor subunit epsilon)	EIF2B5 EIF2BE	Homo sapiens (Human)	721
Q13148	Q13148	reviewed	TADBP_HUMAN	TAR DNA-binding protein 43, TDP-43	TARDBP TDP43	Homo sapiens (Human)	414
Q13151	Q13151	reviewed	ROA0_HUMAN	Heterogeneous nuclear ribonucleoprotein A0, hnRNP A0	HNRNPA0 HNRPA0	Homo sapiens (Human)	305
Q13153	Q13153	reviewed	PAK1_HUMAN	Serine/threonine-protein kinase PAK 1, EC 2.7.11.1 (Alpha-PAK) (p21-activated kinase 1, PAK-1) (p65-PAK)	PAK1	Homo sapiens (Human)	545
Q13155	Q13155	reviewed	AIMP2_HUMAN	Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 (Multisynthase complex auxiliary component p38) (Protein JTV-1)	AIMP2 JTV1 PRO0992	Homo sapiens (Human)	320
Q13158	Q13158	reviewed	FADD_HUMAN	FAS-associated death domain protein (FAS-associating death domain-containing protein) (Growth-inhibiting gene 3 protein) (Mediator of receptor induced toxicity)	FADD MORT1 GIG3	Homo sapiens (Human)	208
Q13163	Q13163	reviewed	MP2K5_HUMAN	Dual specificity mitogen-activated protein kinase kinase 5, MAP kinase kinase 5, MAPKK 5, EC 2.7.12.2 (MAPK/ERK kinase 5, MEK 5)	MAP2K5 MEK5 MKK5 PRKMK5	Homo sapiens (Human)	448
Q13164	Q13164	reviewed	MK07_HUMAN	Mitogen-activated protein kinase 7, MAP kinase 7, MAPK 7, EC 2.7.11.24 (Big MAP kinase 1, BMK-1) (Extracellular signal-regulated kinase 5, ERK-5)	MAPK7 BMK1 ERK5 PRKM7	Homo sapiens (Human)	816
Q13177	Q13177	reviewed	PAK2_HUMAN	Serine/threonine-protein kinase PAK 2, EC 2.7.11.1 (Gamma-PAK) (PAK65) (S6/H4 kinase) (p21-activated kinase 2, PAK-2) (p58) [Cleaved into: PAK-2p27, p27; PAK-2p34, p34 (C-t-PAK2) ]	PAK2	Homo sapiens (Human)	524
Q13188	Q13188	reviewed	STK3_HUMAN	Serine/threonine-protein kinase 3, EC 2.7.11.1 (Mammalian STE20-like protein kinase 2, MST-2) (STE20-like kinase MST2) (Serine/threonine-protein kinase Krs-1) [Cleaved into: Serine/threonine-protein kinase 3 36kDa subunit, MST2/N; Serine/threonine-protein kinase 3 20kDa subunit, MST2/C ]	STK3 KRS1 MST2	Homo sapiens (Human)	491
Q13190	Q13190	reviewed	STX5_HUMAN	Syntaxin-5	STX5 STX5A	Homo sapiens (Human)	355
Q13191	Q13191	reviewed	CBLB_HUMAN	E3 ubiquitin-protein ligase CBL-B, EC 2.3.2.27 (Casitas B-lineage lymphoma proto-oncogene b) (RING finger protein 56) (RING-type E3 ubiquitin transferase CBL-B) (SH3-binding protein CBL-B) (Signal transduction protein CBL-B)	CBLB RNF56 Nbla00127	Homo sapiens (Human)	982
Q13200	Q13200	reviewed	PSMD2_HUMAN	26S proteasome non-ATPase regulatory subunit 2 (26S proteasome regulatory subunit RPN1) (26S proteasome regulatory subunit S2) (26S proteasome subunit p97) (Protein 55.11) (Tumor necrosis factor type 1 receptor-associated protein 2)	PSMD2 TRAP2	Homo sapiens (Human)	908
Q13201	Q13201	reviewed	MMRN1_HUMAN	Multimerin-1 (EMILIN-4) (Elastin microfibril interface located protein 4, Elastin microfibril interfacer 4) (Endothelial cell multimerin) [Cleaved into: Platelet glycoprotein Ia*; 155 kDa platelet multimerin, p-155, p155 ]	MMRN1 ECM EMILIN4 GPIA* MMRN	Homo sapiens (Human)	1228
Q13202	Q13202	reviewed	DUS8_HUMAN	Dual specificity protein phosphatase 8, EC 3.1.3.16, EC 3.1.3.48 (Dual specificity protein phosphatase hVH-5)	DUSP8 C11orf81 VH5	Homo sapiens (Human)	625
Q13203	Q13203	reviewed	MYBPH_HUMAN	Myosin-binding protein H, MyBP-H (H-protein)	MYBPH	Homo sapiens (Human)	477
Q13206	Q13206	reviewed	DDX10_HUMAN	Probable ATP-dependent RNA helicase DDX10, EC 3.6.4.13 (DEAD box protein 10)	DDX10	Homo sapiens (Human)	875
Q13207	Q13207	reviewed	TBX2_HUMAN	T-box transcription factor TBX2, T-box protein 2	TBX2	Homo sapiens (Human)	712
Q13228	Q13228	reviewed	SBP1_HUMAN	Methanethiol oxidase, MTO, EC 1.8.3.4 (56 kDa selenium-binding protein, SBP56, SP56) (Selenium-binding protein 1)	SELENBP1 SBP	Homo sapiens (Human)	472
Q13233	Q13233	reviewed	M3K1_HUMAN	Mitogen-activated protein kinase kinase kinase 1, EC 2.7.11.25 (MAPK/ERK kinase kinase 1, MEK kinase 1, MEKK 1)	MAP3K1 MAPKKK1 MEKK MEKK1	Homo sapiens (Human)	1512
Q13237	Q13237	reviewed	KGP2_HUMAN	cGMP-dependent protein kinase 2, cGK 2, cGK2, EC 2.7.11.12 (cGMP-dependent protein kinase II, cGKII)	PRKG2 PRKGR2	Homo sapiens (Human)	762
Q13242	Q13242	reviewed	SRSF9_HUMAN	Serine/arginine-rich splicing factor 9 (Pre-mRNA-splicing factor SRp30C) (Splicing factor, arginine/serine-rich 9)	SRSF9 SFRS9 SRP30C	Homo sapiens (Human)	221
Q13243	Q13243	reviewed	SRSF5_HUMAN	Serine/arginine-rich splicing factor 5 (Delayed-early protein HRS) (Pre-mRNA-splicing factor SRP40) (Splicing factor, arginine/serine-rich 5)	SRSF5 HRS SFRS5 SRP40	Homo sapiens (Human)	272
Q13247	Q13247	reviewed	SRSF6_HUMAN	Serine/arginine-rich splicing factor 6 (Pre-mRNA-splicing factor SRP55) (Splicing factor, arginine/serine-rich 6)	SRSF6 SFRS6 SRP55	Homo sapiens (Human)	344
Q13263	Q13263	reviewed	TIF1B_HUMAN	Transcription intermediary factor 1-beta, TIF1-beta (E3 SUMO-protein ligase TRIM28, EC 2.3.2.27) (KRAB-associated protein 1, KAP-1) (KRAB-interacting protein 1, KRIP-1) (Nuclear corepressor KAP-1) (RING finger protein 96) (RING-type E3 ubiquitin transferase TIF1-beta) (Tripartite motif-containing protein 28)	TRIM28 KAP1 RNF96 TIF1B	Homo sapiens (Human)	835
Q13277	Q13277	reviewed	STX3_HUMAN	Syntaxin-3	STX3 STX3A	Homo sapiens (Human)	289
Q13283	Q13283	reviewed	G3BP1_HUMAN	Ras GTPase-activating protein-binding protein 1, G3BP-1, EC 3.6.4.12, EC 3.6.4.13 (ATP-dependent DNA helicase VIII, hDH VIII) (GAP SH3 domain-binding protein 1)	G3BP1 G3BP	Homo sapiens (Human)	466
Q13287	Q13287	reviewed	NMI_HUMAN	N-myc-interactor, Nmi (N-myc and STAT interactor)	NMI	Homo sapiens (Human)	307
Q13303	Q13303	reviewed	KCAB2_HUMAN	Voltage-gated potassium channel subunit beta-2, EC 1.1.1.- (K(+) channel subunit beta-2) (Kv-beta-2, hKvbeta2)	KCNAB2 KCNA2B KCNK2	Homo sapiens (Human)	367
Q13308	Q13308	reviewed	PTK7_HUMAN	Inactive tyrosine-protein kinase 7 (Colon carcinoma kinase 4, CCK-4) (Protein-tyrosine kinase 7) (Pseudo tyrosine kinase receptor 7) (Tyrosine-protein kinase-like 7)	PTK7 CCK4	Homo sapiens (Human)	1070
Q13309	Q13309	reviewed	SKP2_HUMAN	S-phase kinase-associated protein 2 (Cyclin-A/CDK2-associated protein p45) (F-box protein Skp2) (F-box/LRR-repeat protein 1) (p45skp2)	SKP2 FBXL1	Homo sapiens (Human)	424
Q13310	Q13310	reviewed	PABP4_HUMAN	Polyadenylate-binding protein 4, PABP-4, Poly(A)-binding protein 4 (Activated-platelet protein 1, APP-1) (Inducible poly(A)-binding protein, iPABP)	PABPC4 APP1 PABP4	Homo sapiens (Human)	644
Q13315	Q13315	reviewed	ATM_HUMAN	Serine-protein kinase ATM, EC 2.7.11.1 (Ataxia telangiectasia mutated, A-T mutated)	ATM	Homo sapiens (Human)	3056
Q13319	Q13319	reviewed	CD5R2_HUMAN	Cyclin-dependent kinase 5 activator 2, CDK5 activator 2 (Cyclin-dependent kinase 5 regulatory subunit 2) (p39) (p39I)	CDK5R2 NCK5AI	Homo sapiens (Human)	367
Q13322	Q13322	reviewed	GRB10_HUMAN	Growth factor receptor-bound protein 10 (GRB10 adapter protein) (Insulin receptor-binding protein Grb-IR)	GRB10 GRBIR KIAA0207	Homo sapiens (Human)	594
Q13330	Q13330	reviewed	MTA1_HUMAN	Metastasis-associated protein MTA1	MTA1	Homo sapiens (Human)	715
Q13342	Q13342	reviewed	SP140_HUMAN	Nuclear body protein SP140 (Lymphoid-restricted homolog of Sp100, LYSp100) (Nuclear autoantigen Sp-140) (Speckled 140 kDa)	SP140 LYSP100	Homo sapiens (Human)	867
Q13347	Q13347	reviewed	EIF3I_HUMAN	Eukaryotic translation initiation factor 3 subunit I, eIF3i (Eukaryotic translation initiation factor 3 subunit 2) (TGF-beta receptor-interacting protein 1, TRIP-1) (eIF-3-beta) (eIF3 p36)	EIF3I EIF3S2 TRIP1	Homo sapiens (Human)	325
Q13352	Q13352	reviewed	CENPR_HUMAN	Centromere protein R, CENP-R (Beta-3-endonexin) (Integrin beta-3-binding protein) (Nuclear receptor-interacting factor 3)	ITGB3BP CENPR NRIF3	Homo sapiens (Human)	177
Q13363	Q13363	reviewed	CTBP1_HUMAN	C-terminal-binding protein 1, CtBP1, EC 1.1.1.-	CTBP1 CTBP	Homo sapiens (Human)	440
Q13368	Q13368	reviewed	MPP3_HUMAN	MAGUK p55 subfamily member 3 (Discs large homolog 3) (Protein MPP3)	MPP3 DLG3	Homo sapiens (Human)	585
Q13370	Q13370	reviewed	PDE3B_HUMAN	cGMP-inhibited 3',5'-cyclic phosphodiesterase 3B, EC 3.1.4.17 (CGIPDE1, CGIP1) (Cyclic GMP-inhibited phosphodiesterase B, CGI-PDE B)	PDE3B	Homo sapiens (Human)	1112
Q13371	Q13371	reviewed	PHLP_HUMAN	Phosducin-like protein, PHLP	PDCL PHLOP1 PhLP1	Homo sapiens (Human)	301
Q13387	Q13387	reviewed	JIP2_HUMAN	C-Jun-amino-terminal kinase-interacting protein 2, JIP-2, JNK-interacting protein 2 (Islet-brain-2, IB-2) (JNK MAP kinase scaffold protein 2) (Mitogen-activated protein kinase 8-interacting protein 2)	MAPK8IP2 IB2 JIP2 PRKM8IPL	Homo sapiens (Human)	824
Q13393	Q13393	reviewed	PLD1_HUMAN	Phospholipase D1, PLD 1, hPLD1, EC 3.1.4.4 (Choline phosphatase 1) (Phosphatidylcholine-hydrolyzing phospholipase D1)	PLD1	Homo sapiens (Human)	1074
Q13405	Q13405	reviewed	RM49_HUMAN	39S ribosomal protein L49, mitochondrial, L49mt, MRP-L49 (Mitochondrial large ribosomal subunit protein mL49) (Neighbor of FAU, NOF) (Protein NOF1)	MRPL49 C11orf4 NOF1 OK/SW-cl.67	Homo sapiens (Human)	166
Q13409	Q13409	reviewed	DC1I2_HUMAN	Cytoplasmic dynein 1 intermediate chain 2 (Cytoplasmic dynein intermediate chain 2) (Dynein intermediate chain 2, cytosolic, DH IC-2)	DYNC1I2 DNCI2 DNCIC2	Homo sapiens (Human)	638
Q13415	Q13415	reviewed	ORC1_HUMAN	Origin recognition complex subunit 1 (Replication control protein 1)	ORC1 ORC1L PARC1	Homo sapiens (Human)	861
Q13416	Q13416	reviewed	ORC2_HUMAN	Origin recognition complex subunit 2	ORC2 ORC2L	Homo sapiens (Human)	577
Q13418	Q13418	reviewed	ILK_HUMAN	Integrin-linked protein kinase, EC 2.7.11.1 (59 kDa serine/threonine-protein kinase) (Beta-integrin-linked kinase) (ILK-1) (ILK-2) (p59ILK)	ILK ILK1 ILK2	Homo sapiens (Human)	452
Q13421	Q13421	reviewed	MSLN_HUMAN	Mesothelin (CAK1 antigen) (Pre-pro-megakaryocyte-potentiating factor) [Cleaved into: Megakaryocyte-potentiating factor, MPF; Mesothelin, cleaved form ]	MSLN MPF	Homo sapiens (Human)	630
Q13422	Q13422	reviewed	IKZF1_HUMAN	DNA-binding protein Ikaros (Ikaros family zinc finger protein 1) (Lymphoid transcription factor LyF-1)	IKZF1 IK1 IKAROS LYF1 ZNFN1A1	Homo sapiens (Human)	519
Q13424	Q13424	reviewed	SNTA1_HUMAN	Alpha-1-syntrophin (59 kDa dystrophin-associated protein A1 acidic component 1) (Pro-TGF-alpha cytoplasmic domain-interacting protein 1, TACIP1) (Syntrophin-1)	SNTA1 SNT1	Homo sapiens (Human)	505
Q13425	Q13425	reviewed	SNTB2_HUMAN	Beta-2-syntrophin (59 kDa dystrophin-associated protein A1 basic component 2) (Syntrophin-3, SNT3) (Syntrophin-like, SNTL)	SNTB2 D16S2531E SNT2B2 SNTL	Homo sapiens (Human)	540
Q13426	Q13426	reviewed	XRCC4_HUMAN	DNA repair protein XRCC4, hXRCC4 (X-ray repair cross-complementing protein 4) [Cleaved into: Protein XRCC4, C-terminus, XRCC4/C ]	XRCC4	Homo sapiens (Human)	336
Q13427	Q13427	reviewed	PPIG_HUMAN	Peptidyl-prolyl cis-trans isomerase G, PPIase G, Peptidyl-prolyl isomerase G, EC 5.2.1.8 (CASP10) (Clk-associating RS-cyclophilin, CARS-Cyp, CARS-cyclophilin, SR-cyclophilin, SR-cyp, SRcyp) (Cyclophilin G) (Rotamase G)	PPIG	Homo sapiens (Human)	754
Q13428	Q13428	reviewed	TCOF_HUMAN	Treacle protein (Treacher Collins syndrome protein)	TCOF1	Homo sapiens (Human)	1488
Q13433	Q13433	reviewed	S39A6_HUMAN	Zinc transporter ZIP6 (Estrogen-regulated protein LIV-1) (Solute carrier family 39 member 6) (Zrt- and Irt-like protein 6, ZIP-6)	SLC39A6 LIV1 ZIP6	Homo sapiens (Human)	755
Q13435	Q13435	reviewed	SF3B2_HUMAN	Splicing factor 3B subunit 2 (Pre-mRNA-splicing factor SF3b 145 kDa subunit, SF3b145) (Spliceosome-associated protein 145, SAP 145)	SF3B2 SAP145	Homo sapiens (Human)	895
Q13439	Q13439	reviewed	GOGA4_HUMAN	Golgin subfamily A member 4 (256 kDa golgin) (Golgin-245) (Protein 72.1) (Trans-Golgi p230)	GOLGA4	Homo sapiens (Human)	2230
Q13442	Q13442	reviewed	HAP28_HUMAN	28 kDa heat- and acid-stable phosphoprotein (PDGF-associated protein, PAP) (PDGFA-associated protein 1, PAP1)	PDAP1 HASPP28	Homo sapiens (Human)	181
Q13443	Q13443	reviewed	ADAM9_HUMAN	Disintegrin and metalloproteinase domain-containing protein 9, ADAM 9, EC 3.4.24.- (Cellular disintegrin-related protein) (Meltrin-gamma) (Metalloprotease/disintegrin/cysteine-rich protein 9) (Myeloma cell metalloproteinase)	ADAM9 KIAA0021 MCMP MDC9 MLTNG	Homo sapiens (Human)	819
Q13449	Q13449	reviewed	LSAMP_HUMAN	Limbic system-associated membrane protein, LSAMP (IgLON family member 3)	LSAMP IGLON3 LAMP	Homo sapiens (Human)	338
Q13451	Q13451	reviewed	FKBP5_HUMAN	Peptidyl-prolyl cis-trans isomerase FKBP5, PPIase FKBP5, EC 5.2.1.8 (51 kDa FK506-binding protein, 51 kDa FKBP, FKBP-51) (54 kDa progesterone receptor-associated immunophilin) (Androgen-regulated protein 6) (FF1 antigen) (FK506-binding protein 5, FKBP-5) (FKBP54, p54) (HSP90-binding immunophilin) (Rotamase)	FKBP5 AIG6 FKBP51	Homo sapiens (Human)	457
Q13459	Q13459	reviewed	MYO9B_HUMAN	Unconventional myosin-IXb (Unconventional myosin-9b)	MYO9B MYR5	Homo sapiens (Human)	2157
Q13464	Q13464	reviewed	ROCK1_HUMAN	Rho-associated protein kinase 1, EC 2.7.11.1 (Renal carcinoma antigen NY-REN-35) (Rho-associated, coiled-coil-containing protein kinase 1) (Rho-associated, coiled-coil-containing protein kinase I, ROCK-I) (p160 ROCK-1, p160ROCK)	ROCK1	Homo sapiens (Human)	1354
Q13469	Q13469	reviewed	NFAC2_HUMAN	Nuclear factor of activated T-cells, cytoplasmic 2, NF-ATc2, NFATc2 (NFAT pre-existing subunit, NF-ATp) (T-cell transcription factor NFAT1)	NFATC2 NFAT1 NFATP	Homo sapiens (Human)	925
Q13470	Q13470	reviewed	TNK1_HUMAN	Non-receptor tyrosine-protein kinase TNK1, EC 2.7.10.2 (CD38 negative kinase 1)	TNK1	Homo sapiens (Human)	666
Q13472	Q13472	reviewed	TOP3A_HUMAN	DNA topoisomerase 3-alpha, EC 5.6.2.1 (DNA topoisomerase III alpha)	TOP3A TOP3	Homo sapiens (Human)	1001
Q13477	Q13477	reviewed	MADCA_HUMAN	Mucosal addressin cell adhesion molecule 1, MAdCAM-1, hMAdCAM-1	MADCAM1	Homo sapiens (Human)	382
Q13480	Q13480	reviewed	GAB1_HUMAN	GRB2-associated-binding protein 1 (GRB2-associated binder 1) (Growth factor receptor bound protein 2-associated protein 1)	GAB1	Homo sapiens (Human)	694
