ENSG00000105939	ZC3HAV1
ENSG00000159140	SON
ENSG00000105738	SIPA1L3
ENSG00000148426	PROSER2
ENSG00000151623	NR3C2
ENSG00000067369	TP53BP1
ENSG00000011304	PTBP1
ENSG00000092847	AGO1
ENSG00000163219	ARHGAP25
ENSG00000173638	SLC19A1
ENSG00000108821	COL1A1
ENSG00000131711	MAP1B
ENSG00000197822	OCLN
ENSG00000107282	APBA1
ENSG00000166963	MAP1A
ENSG00000167978	SRRM2
ENSG00000104738	MCM4
ENSG00000158352	SHROOM4
ENSG00000109458	GAB1
ENSG00000171634	BPTF
ENSG00000161542	PRPSAP1
ENSG00000117724	CENPF
ENSG00000171680	PLEKHG5
ENSG00000163798	SLC4A1AP
ENSG00000141858	SAMD1
ENSG00000137601	NEK1
ENSG00000162601	MYSM1
ENSG00000184677	ZBTB40
ENSG00000091039	OSBPL8
ENSG00000151150	ANK3
ENSG00000185049	NELFA
ENSG00000148396	SEC16A
ENSG00000174705	SH3PXD2B
ENSG00000058453	CROCC
ENSG00000100941	PNN
ENSG00000105939	ZC3HAV1
ENSG00000167674	HDGFL2
ENSG00000169221	TBC1D10B
ENSG00000162104	ADCY9
ENSG00000066855	MTFR1
ENSG00000055813	CCDC85A
ENSG00000185085	INTS5
ENSG00000169504	CLIC4
ENSG00000164916	FOXK1
ENSG00000102531	FNDC3A
ENSG00000141027	NCOR1
ENSG00000170145	SIK2
ENSG00000169891	REPS2
ENSG00000105618	PRPF31
ENSG00000149269	PAK1
ENSG00000136830	FAM129B
ENSG00000171467	ZNF318
ENSG00000054654	SYNE2
ENSG00000131791	PRKAB2
ENSG00000078061	ARAF
ENSG00000138443	ABI2
ENSG00000177084	POLE
ENSG00000029363	BCLAF1
ENSG00000078674	PCM1
ENSG00000260916	CCPG1
ENSG00000146834	MEPCE
ENSG00000115875	SRSF7
ENSG00000082438	COBLL1
ENSG00000133612	AGAP3
ENSG00000154133	ROBO4
ENSG00000107816	LZTS2
ENSG00000081189	MEF2C
ENSG00000184708	EIF4ENIF1
ENSG00000139218	SCAF11
ENSG00000131711	MAP1B
ENSG00000131236	CAP1
ENSG00000126777	KTN1
ENSG00000171241	SHCBP1
ENSG00000120690	ELF1
ENSG00000184304	PRKD1
ENSG00000105939	ZC3HAV1
ENSG00000137699	TRIM29
ENSG00000095951	HIVEP1
ENSG00000184363	PKP3
ENSG00000115211	EIF2B4
ENSG00000179172	HNRNPCL1
ENSG00000054267	ARID4B
ENSG00000185950	IRS2
ENSG00000198026	ZNF335
ENSG00000110958	PTGES3
ENSG00000149357	LAMTOR1
ENSG00000123200	ZC3H13
ENSG00000137693	YAP1
ENSG00000108349	CASC3
ENSG00000082438	COBLL1
ENSG00000131016	AKAP12
ENSG00000127616	SMARCA4
ENSG00000115839	RAB3GAP1
ENSG00000089159	PXN
ENSG00000165671	NSD1
ENSG00000122218	COPA
ENSG00000133030	MPRIP
ENSG00000106348	IMPDH1
ENSG00000176783	RUFY1
ENSG00000010270	STARD3NL
ENSG00000136147	PHF11
ENSG00000166689	PLEKHA7
ENSG00000175130	MARCKSL1
ENSG00000070961	ATP2B1
ENSG00000189060	H1F0
ENSG00000139116	KIF21A
ENSG00000067369	TP53BP1
ENSG00000173230	GOLGB1
ENSG00000196924	FLNA
ENSG00000117519	CNN3
ENSG00000102362	SYTL4
ENSG00000171132	PRKCE
ENSG00000157654	PALM2-AKAP2
ENSG00000115816	CEBPZ
ENSG00000085276	MECOM
ENSG00000163946	FAM208A
ENSG00000151883	PARP8
ENSG00000114346	ECT2
ENSG00000105835	NAMPT
ENSG00000082438	COBLL1
ENSG00000154229	PRKCA
ENSG00000198160	MIER1
ENSG00000153201	RANBP2
ENSG00000116017	ARID3A
ENSG00000133858	ZFC3H1
ENSG00000066279	ASPM
ENSG00000187186	AL162231.1
ENSG00000105738	SIPA1L3
ENSG00000130723	PRRC2B
ENSG00000127511	SIN3B
ENSG00000070159	PTPN3
ENSG00000167703	SLC43A2
ENSG00000145362	ANK2
ENSG00000168497	CAVIN2
ENSG00000115896	PLCL1
ENSG00000084112	SSH1
ENSG00000133858	ZFC3H1
ENSG00000116191	RALGPS2
ENSG00000071127	WDR1
ENSG00000137145	DENND4C
ENSG00000079435	LIPE
ENSG00000160551	TAOK1
ENSG00000121297	TSHZ3
ENSG00000133226	SRRM1
ENSG00000101347	SAMHD1
ENSG00000079432	CIC
ENSG00000129691	ASH2L
ENSG00000204120	GIGYF2
ENSG00000172534	HCFC1
ENSG00000120279	MYCT1
ENSG00000162664	ZNF326
ENSG00000197136	PCNX3
ENSG00000198198	SZT2
ENSG00000130559	CAMSAP1
ENSG00000123836	PFKFB2
ENSG00000178965	ERICH3
ENSG00000182934	SRPRA
ENSG00000075426	FOSL2
ENSG00000168813	ZNF507
ENSG00000075426	FOSL2
ENSG00000108064	TFAM
ENSG00000131153	GINS2
ENSG00000099625	CBARP
ENSG00000100354	TNRC6B
ENSG00000029363	BCLAF1
ENSG00000204469	PRRC2A
ENSG00000140563	MCTP2
ENSG00000107099	DOCK8
ENSG00000251322	SHANK3
ENSG00000088325	TPX2
ENSG00000149639	SOGA1
ENSG00000135631	RAB11FIP5
ENSG00000177469	CAVIN1
ENSG00000108256	NUFIP2
ENSG00000169508	GPR183
ENSG00000105875	WDR91
ENSG00000122566	HNRNPA2B1
ENSG00000116128	BCL9
ENSG00000076864	RAP1GAP
ENSG00000111665	CDCA3
ENSG00000002330	BAD
ENSG00000163697	APBB2
ENSG00000173517	PEAK1
ENSG00000137656	BUD13
ENSG00000174371	EXO1
ENSG00000125826	RBCK1
ENSG00000126705	AHDC1
ENSG00000134369	NAV1
ENSG00000065491	TBC1D22B
ENSG00000102241	HTATSF1
ENSG00000065526	SPEN
ENSG00000115355	CCDC88A
ENSG00000144747	TMF1
ENSG00000127616	SMARCA4
ENSG00000132825	PPP1R3D
ENSG00000076555	ACACB
ENSG00000122565	CBX3
ENSG00000102225	CDK16
ENSG00000130723	PRRC2B
ENSG00000134444	KIAA1468
ENSG00000133392	MYH11
ENSG00000138771	SHROOM3
ENSG00000108557	RAI1
ENSG00000102870	ZNF629
ENSG00000140153	WDR20
ENSG00000070159	PTPN3
ENSG00000196141	SPATS2L
ENSG00000148773	MKI67
ENSG00000105559	PLEKHA4
ENSG00000158290	CUL4B
ENSG00000064042	LIMCH1
ENSG00000167978	SRRM2
ENSG00000275832	ARHGAP23
ENSG00000176692	FOXC2
ENSG00000107290	SETX
ENSG00000129515	SNX6
ENSG00000116711	PLA2G4A
ENSG00000123200	ZC3H13
ENSG00000135842	FAM129A
ENSG00000198752	CDC42BPB
ENSG00000136828	RALGPS1
ENSG00000165699	TSC1
ENSG00000137656	BUD13
ENSG00000162522	KIAA1522
ENSG00000153207	AHCTF1
ENSG00000151445	VIPAS39
ENSG00000186472	PCLO
ENSG00000159842	ABR
ENSG00000136560	TANK
ENSG00000142632	ARHGEF19
ENSG00000101079	NDRG3
ENSG00000160392	C19orf47
ENSG00000196155	PLEKHG4
ENSG00000115306	SPTBN1
ENSG00000136003	ISCU
ENSG00000167978	SRRM2
ENSG00000060491	OGFR
ENSG00000080345	RIF1
ENSG00000197971	MBP
ENSG00000011426	ANLN
ENSG00000054118	THRAP3
ENSG00000122122	SASH3
ENSG00000033867	SLC4A7
ENSG00000153339	TRAPPC8
ENSG00000169474	SPRR1A
ENSG00000164190	NIPBL
ENSG00000148798	INA
ENSG00000172403	SYNPO2
ENSG00000130725	UBE2M
ENSG00000085224	ATRX
ENSG00000085224	ATRX
ENSG00000078618	NRDC
ENSG00000147526	TACC1
ENSG00000115464	USP34
ENSG00000136111	TBC1D4
ENSG00000069275	NUCKS1
ENSG00000196544	BORCS6
ENSG00000115216	NRBP1
ENSG00000116096	SPR
ENSG00000180228	PRKRA
ENSG00000117625	RCOR3
ENSG00000133226	SRRM1
ENSG00000138496	PARP9
ENSG00000082258	CCNT2
ENSG00000253729	PRKDC
ENSG00000188396	TCTEX1D4
ENSG00000079819	EPB41L2
ENSG00000166263	STXBP4
ENSG00000111913	RIPOR2
ENSG00000143889	HNRNPLL
ENSG00000132004	FBXW9
ENSG00000188895	MSL1
ENSG00000166387	PPFIBP2
ENSG00000143924	EML4
ENSG00000004766	VPS50
ENSG00000101825	MXRA5
ENSG00000145907	G3BP1
ENSG00000100968	NFATC4
ENSG00000197386	HTT
ENSG00000160584	SIK3
ENSG00000123066	MED13L
ENSG00000009954	BAZ1B
ENSG00000005436	GCFC2
ENSG00000121940	CLCC1
ENSG00000179841	AKAP5
ENSG00000102241	HTATSF1
ENSG00000080802	CNOT4
ENSG00000100813	ACIN1
ENSG00000067596	DHX8
ENSG00000109171	SLAIN2
ENSG00000101558	VAPA
ENSG00000120549	KIAA1217
ENSG00000148408	CACNA1B
ENSG00000092199	HNRNPC
ENSG00000182606	TRAK1
ENSG00000188807	TMEM201
ENSG00000129534	MIS18BP1
ENSG00000035403	VCL
ENSG00000164091	WDR82
ENSG00000145725	PPIP5K2
ENSG00000067369	TP53BP1
ENSG00000120278	PLEKHG1
ENSG00000166963	MAP1A
ENSG00000136811	ODF2
ENSG00000101290	CDS2
ENSG00000078747	ITCH
ENSG00000176720	BOK
ENSG00000115568	ZNF142
ENSG00000137309	HMGA1
ENSG00000116337	AMPD2
ENSG00000125459	MSTO1
ENSG00000141522	ARHGDIA
ENSG00000156599	ZDHHC5
ENSG00000170549	IRX1
ENSG00000184640	SEPT9
ENSG00000143375	CGN
ENSG00000142627	EPHA2
ENSG00000196924	FLNA
ENSG00000167191	GPRC5B
ENSG00000151849	CENPJ
ENSG00000124198	ARFGEF2
ENSG00000145734	BDP1
ENSG00000115904	SOS1
ENSG00000058335	RASGRF1
ENSG00000082074	FYB1
ENSG00000131791	PRKAB2
ENSG00000100802	C14orf93
ENSG00000152556	PFKM
ENSG00000182253	SYNM
ENSG00000137807	KIF23
ENSG00000175054	ATR
ENSG00000095370	SH2D3C
ENSG00000089486	CDIP1
ENSG00000136478	TEX2
ENSG00000085998	POMGNT1
ENSG00000090273	NUDC
ENSG00000156675	RAB11FIP1
ENSG00000275066	SYNRG
ENSG00000110104	CCDC86
ENSG00000019144	PHLDB1
ENSG00000117523	PRRC2C
ENSG00000115875	SRSF7
ENSG00000070182	SPTB
ENSG00000104907	TRMT1
ENSG00000080298	RFX3
ENSG00000080200	CRYBG3
ENSG00000048471	SNX29
ENSG00000160789	LMNA
ENSG00000167978	SRRM2
ENSG00000167978	SRRM2
ENSG00000175348	TMEM9B
ENSG00000104714	ERICH1
ENSG00000165914	TTC7B
ENSG00000116478	HDAC1
ENSG00000132688	NES
ENSG00000092978	GPATCH2
ENSG00000124942	AHNAK
ENSG00000215114	UBXN2B
ENSG00000101191	DIDO1
ENSG00000062598	ELMO2
ENSG00000108256	NUFIP2
ENSG00000156983	BRPF1
ENSG00000131016	AKAP12
ENSG00000089157	RPLP0
ENSG00000167258	CDK12
ENSG00000112137	PHACTR1
ENSG00000010818	HIVEP2
ENSG00000029363	BCLAF1
ENSG00000119185	ITGB1BP1
ENSG00000099204	ABLIM1
ENSG00000185477	GPRIN3
ENSG00000120071	KANSL1
ENSG00000119522	DENND1A
ENSG00000143321	HDGF
ENSG00000073614	KDM5A
ENSG00000165637	VDAC2
ENSG00000079432	CIC
ENSG00000132688	NES
ENSG00000148798	INA
ENSG00000137076	TLN1
ENSG00000115524	SF3B1
ENSG00000073614	KDM5A
ENSG00000156599	ZDHHC5
ENSG00000114416	FXR1
ENSG00000167100	SAMD14
ENSG00000156299	TIAM1
ENSG00000143476	DTL
ENSG00000079263	SP140
ENSG00000186472	PCLO
ENSG00000129292	PHF20L1
ENSG00000099381	SETD1A
ENSG00000120159	CAAP1
ENSG00000139618	BRCA2
ENSG00000058272	PPP1R12A
ENSG00000129675	ARHGEF6
ENSG00000104093	DMXL2
ENSG00000169710	FASN
ENSG00000198216	CACNA1E
ENSG00000077235	GTF3C1
ENSG00000204131	NHSL2
ENSG00000009335	UBE3C
ENSG00000116350	SRSF4
ENSG00000102230	PCYT1B
ENSG00000165891	E2F7
ENSG00000143375	CGN
ENSG00000100650	SRSF5
ENSG00000121058	COIL
ENSG00000065882	TBC1D1
ENSG00000136895	GARNL3
ENSG00000183111	ARHGEF37
ENSG00000183963	SMTN
ENSG00000105186	ANKRD27
ENSG00000100813	ACIN1
ENSG00000137936	BCAR3
ENSG00000204227	RING1
ENSG00000128487	SPECC1
ENSG00000197860	SGTB
ENSG00000132485	ZRANB2
ENSG00000137221	TJAP1
ENSG00000106263	EIF3B
ENSG00000185477	GPRIN3
ENSG00000073921	PICALM
ENSG00000163166	IWS1
ENSG00000092978	GPATCH2
ENSG00000116584	ARHGEF2
ENSG00000169925	BRD3
ENSG00000068724	TTC7A
ENSG00000137145	DENND4C
ENSG00000165632	TAF3
ENSG00000124160	NCOA5
ENSG00000177791	MYOZ1
ENSG00000172869	DMXL1
ENSG00000129116	PALLD
ENSG00000182795	C1orf116
ENSG00000159140	SON
ENSG00000106682	EIF4H
ENSG00000163961	RNF168
ENSG00000069020	MAST4
ENSG00000105122	RASAL3
ENSG00000104722	NEFM
ENSG00000198561	CTNND1
ENSG00000078061	ARAF
ENSG00000133226	SRRM1
ENSG00000167674	HDGFL2
ENSG00000176595	KBTBD11
ENSG00000153071	DAB2
ENSG00000143702	CEP170
ENSG00000103479	RBL2
ENSG00000160299	PCNT
ENSG00000105939	ZC3HAV1
ENSG00000167978	SRRM2
ENSG00000065057	NTHL1
ENSG00000143970	ASXL2
ENSG00000185567	AHNAK2
ENSG00000177380	PPFIA3
ENSG00000124160	NCOA5
ENSG00000006744	ELAC2
ENSG00000188895	MSL1
ENSG00000163565	IFI16
ENSG00000107929	LARP4B
ENSG00000038219	BOD1L1
ENSG00000128731	HERC2
ENSG00000107581	EIF3A
ENSG00000160838	LRRC71
ENSG00000188807	TMEM201
ENSG00000105974	CAV1
ENSG00000136492	BRIP1
ENSG00000131711	MAP1B
ENSG00000079691	CARMIL1
ENSG00000101224	CDC25B
ENSG00000131711	MAP1B
ENSG00000141068	KSR1
ENSG00000203867	RBM20
ENSG00000127947	PTPN12
ENSG00000099204	ABLIM1
ENSG00000163877	SNIP1
ENSG00000131941	RHPN2
ENSG00000204138	PHACTR4
ENSG00000165757	JCAD
ENSG00000152465	NMT2
ENSG00000179981	TSHZ1
ENSG00000079691	CARMIL1
ENSG00000110048	OSBP
ENSG00000113657	DPYSL3
ENSG00000104883	PEX11G
ENSG00000125503	PPP1R12C
ENSG00000026025	VIM
ENSG00000138434	SSFA2
ENSG00000090020	SLC9A1
ENSG00000132842	AP3B1
ENSG00000215114	UBXN2B
ENSG00000109111	SUPT6H
ENSG00000170579	DLGAP1
ENSG00000179526	SHARPIN
ENSG00000047849	MAP4
ENSG00000169057	MECP2
ENSG00000112511	PHF1
ENSG00000134748	PRPF38A
ENSG00000136205	TNS3
ENSG00000072110	ACTN1
ENSG00000015133	CCDC88C
ENSG00000092853	CLSPN
ENSG00000166444	ST5
ENSG00000104312	RIPK2
ENSG00000171681	ATF7IP
ENSG00000137492	THAP12
ENSG00000151148	UBE3B
ENSG00000151067	CACNA1C
ENSG00000171566	PLRG1
ENSG00000080845	DLGAP4
ENSG00000160710	ADAR
ENSG00000198000	NOL8
ENSG00000022267	FHL1
ENSG00000099904	ZDHHC8
ENSG00000137309	HMGA1
ENSG00000060237	WNK1
ENSG00000115368	WDR75
ENSG00000182149	IST1
ENSG00000162402	USP24
ENSG00000119866	BCL11A
ENSG00000167528	ZNF641
ENSG00000130701	RBBP8NL
ENSG00000163510	CWC22
ENSG00000163166	IWS1
ENSG00000198780	FAM169A
ENSG00000086758	HUWE1
ENSG00000122591	FAM126A
ENSG00000078018	MAP2
ENSG00000139218	SCAF11
ENSG00000148468	FAM171A1
ENSG00000108349	CASC3
ENSG00000147649	MTDH
ENSG00000166477	LEO1
ENSG00000117643	MAN1C1
ENSG00000166912	MTMR10
ENSG00000146830	GIGYF1
ENSG00000203485	INF2
ENSG00000065559	MAP2K4
ENSG00000159140	SON
ENSG00000090447	TFAP4
ENSG00000114331	ACAP2
ENSG00000254087	LYN
ENSG00000244462	RBM12
ENSG00000144283	PKP4
ENSG00000163931	TKT
ENSG00000107957	SH3PXD2A
ENSG00000092148	HECTD1
ENSG00000186260	MKL2
ENSG00000162636	FAM102B
ENSG00000156675	RAB11FIP1
ENSG00000141736	ERBB2
ENSG00000119522	DENND1A
ENSG00000141568	FOXK2
ENSG00000157554	ERG
ENSG00000085224	ATRX
ENSG00000138688	KIAA1109
ENSG00000147654	EBAG9
ENSG00000115648	MLPH
ENSG00000173166	RAPH1
ENSG00000124942	AHNAK
ENSG00000187764	SEMA4D
ENSG00000138439	FAM117B
ENSG00000149591	TAGLN
ENSG00000091640	SPAG7
ENSG00000096384	HSP90AB1
ENSG00000166226	CCT2
ENSG00000134762	DSC3
ENSG00000111110	PPM1H
ENSG00000112159	MDN1
ENSG00000139990	DCAF5
ENSG00000065183	WDR3
ENSG00000163166	IWS1
ENSG00000198901	PRC1
ENSG00000170471	RALGAPB
ENSG00000167258	CDK12
ENSG00000127124	HIVEP3
ENSG00000138162	TACC2
ENSG00000124164	VAPB
ENSG00000132688	NES
ENSG00000128989	ARPP19
ENSG00000095951	HIVEP1
ENSG00000113387	SUB1
ENSG00000131018	SYNE1
ENSG00000167978	SRRM2
ENSG00000100154	TTC28
ENSG00000147649	MTDH
ENSG00000140682	TGFB1I1
ENSG00000197321	SVIL
ENSG00000136891	TEX10
ENSG00000132017	DCAF15
ENSG00000134186	PRPF38B
ENSG00000136153	LMO7
ENSG00000168264	IRF2BP2
ENSG00000036257	CUL3
ENSG00000104067	TJP1
ENSG00000017797	RALBP1
ENSG00000168918	INPP5D
ENSG00000185532	PRKG1
ENSG00000110237	ARHGEF17
ENSG00000104856	RELB
ENSG00000171467	ZNF318
ENSG00000100139	MICALL1
ENSG00000149548	CCDC15
ENSG00000007384	RHBDF1
ENSG00000024862	CCDC28A
ENSG00000067369	TP53BP1
ENSG00000066777	ARFGEF1
ENSG00000204131	NHSL2
ENSG00000078043	PIAS2
ENSG00000127483	HP1BP3
ENSG00000147010	SH3KBP1
ENSG00000115355	CCDC88A
ENSG00000082438	COBLL1
ENSG00000154310	TNIK
ENSG00000203485	INF2
ENSG00000198554	WDHD1
ENSG00000163219	ARHGAP25
ENSG00000117139	KDM5B
ENSG00000117597	DIEXF
ENSG00000184634	MED12
ENSG00000167202	TBC1D2B
ENSG00000269335	IKBKG
ENSG00000125676	THOC2
ENSG00000101126	ADNP
ENSG00000133226	SRRM1
ENSG00000170571	EMB
ENSG00000119321	FKBP15
ENSG00000105137	SYDE1
ENSG00000164309	CMYA5
ENSG00000181555	SETD2
ENSG00000091732	ZC3HC1
ENSG00000137807	KIF23
ENSG00000163872	YEATS2
ENSG00000079263	SP140
ENSG00000078061	ARAF
ENSG00000166348	USP54
ENSG00000085224	ATRX
ENSG00000136848	DAB2IP
ENSG00000126070	AGO3
ENSG00000244486	SCARF2
ENSG00000100813	ACIN1
ENSG00000169047	IRS1
ENSG00000132688	NES
ENSG00000169871	TRIM56
ENSG00000126870	WDR60
ENSG00000118407	FILIP1
ENSG00000198771	RCSD1
ENSG00000173517	PEAK1
ENSG00000134369	NAV1
ENSG00000164403	SHROOM1
ENSG00000188827	SLX4
ENSG00000204525	HLA-C
ENSG00000188549	CCDC9B
ENSG00000133401	PDZD2
ENSG00000128422	KRT17
ENSG00000055609	KMT2C
ENSG00000065883	CDK13
ENSG00000004534	RBM6
ENSG00000160789	LMNA
ENSG00000137343	ATAT1
ENSG00000204138	PHACTR4
ENSG00000115641	FHL2
ENSG00000094916	CBX5
ENSG00000156304	SCAF4
ENSG00000182985	CADM1
ENSG00000148396	SEC16A
ENSG00000152242	C18orf25
ENSG00000136531	SCN2A
ENSG00000046889	PREX2
ENSG00000096968	JAK2
ENSG00000050405	LIMA1
ENSG00000182541	LIMK2
ENSG00000155792	DEPTOR
ENSG00000111669	TPI1
ENSG00000198648	STK39
ENSG00000166477	LEO1
ENSG00000127616	SMARCA4
ENSG00000104728	ARHGEF10
ENSG00000172572	PDE3A
ENSG00000090061	CCNK
ENSG00000139218	SCAF11
ENSG00000144909	OSBPL11
ENSG00000159140	SON
ENSG00000198730	CTR9
ENSG00000100030	MAPK1
ENSG00000072518	MARK2
ENSG00000096696	DSP
ENSG00000174197	MGA
ENSG00000104320	NBN
ENSG00000082397	EPB41L3
ENSG00000074755	ZZEF1
ENSG00000174705	SH3PXD2B
ENSG00000112561	TFEB
ENSG00000101557	USP14
ENSG00000162852	CNST
ENSG00000187840	EIF4EBP1
ENSG00000109062	SLC9A3R1
ENSG00000130202	NECTIN2
ENSG00000080839	RBL1
ENSG00000096401	CDC5L
ENSG00000180357	ZNF609
ENSG00000079308	TNS1
ENSG00000171345	KRT19
ENSG00000136153	LMO7
ENSG00000185567	AHNAK2
ENSG00000161011	SQSTM1
ENSG00000165934	CPSF2
ENSG00000109171	SLAIN2
ENSG00000113448	PDE4D
ENSG00000071051	NCK2
ENSG00000197386	HTT
ENSG00000105323	HNRNPUL1
ENSG00000149591	TAGLN
ENSG00000168476	REEP4
ENSG00000153113	CAST
ENSG00000124942	AHNAK
ENSG00000108599	AKAP10
ENSG00000168264	IRF2BP2
ENSG00000006118	TMEM132A
ENSG00000172765	TMCC1
ENSG00000127191	TRAF2
ENSG00000162302	RPS6KA4
ENSG00000109171	SLAIN2
ENSG00000198589	LRBA
ENSG00000132622	HSPA12B
ENSG00000147130	ZMYM3
ENSG00000079819	EPB41L2
ENSG00000204335	SP5
ENSG00000151116	UEVLD
ENSG00000154330	PGM5
ENSG00000055813	CCDC85A
ENSG00000186635	ARAP1
ENSG00000095951	HIVEP1
ENSG00000136381	IREB2
ENSG00000136504	KAT7
ENSG00000170632	ARMC10
ENSG00000066777	ARFGEF1
ENSG00000011260	UTP18
ENSG00000086758	HUWE1
ENSG00000136811	ODF2
ENSG00000011260	UTP18
ENSG00000172086	KRCC1
ENSG00000143442	POGZ
ENSG00000139687	RB1
ENSG00000198752	CDC42BPB
ENSG00000130592	LSP1
ENSG00000054654	SYNE2
ENSG00000170004	CHD3
ENSG00000174485	DENND4A
ENSG00000137337	MDC1
ENSG00000120729	MYOT
ENSG00000047648	ARHGAP6
ENSG00000121380	BCL2L14
ENSG00000079432	CIC
ENSG00000155506	LARP1
ENSG00000109920	FNBP4
ENSG00000073350	LLGL2
ENSG00000079691	CARMIL1
ENSG00000162664	ZNF326
ENSG00000165995	CACNB2
ENSG00000100813	ACIN1
ENSG00000167548	KMT2D
ENSG00000099622	CIRBP
ENSG00000104067	TJP1
ENSG00000151693	ASAP2
ENSG00000100722	ZC3H14
ENSG00000143294	PRCC
ENSG00000092439	TRPM7
ENSG00000104228	TRIM35
ENSG00000143702	CEP170
ENSG00000133114	GPALPP1
ENSG00000126883	NUP214
ENSG00000137309	HMGA1
ENSG00000103319	EEF2K
ENSG00000143569	UBAP2L
ENSG00000128512	DOCK4
ENSG00000005436	GCFC2
ENSG00000046604	DSG2
ENSG00000103657	HERC1
ENSG00000112118	MCM3
ENSG00000160691	SHC1
ENSG00000101825	MXRA5
ENSG00000090905	TNRC6A
ENSG00000117155	SSX2IP
ENSG00000181555	SETD2
ENSG00000130413	STK33
ENSG00000158769	F11R
ENSG00000097033	SH3GLB1
ENSG00000065526	SPEN
ENSG00000141084	RANBP10
ENSG00000101605	MYOM1
ENSG00000132688	NES
ENSG00000072195	SPEG
ENSG00000101040	ZMYND8
ENSG00000112419	PHACTR2
ENSG00000164924	YWHAZ
ENSG00000088367	EPB41L1
ENSG00000104419	NDRG1
ENSG00000135999	EPC2
ENSG00000125844	RRBP1
ENSG00000054118	THRAP3
ENSG00000204842	ATXN2
ENSG00000133226	SRRM1
ENSG00000101199	ARFGAP1
ENSG00000089737	DDX24
ENSG00000170011	MYRIP
ENSG00000116095	PLEKHA3
ENSG00000090273	NUDC
ENSG00000011114	BTBD7
ENSG00000145734	BDP1
ENSG00000158079	PTPDC1
ENSG00000185567	AHNAK2
ENSG00000143379	SETDB1
ENSG00000148773	MKI67
ENSG00000170776	AKAP13
ENSG00000160688	FLAD1
ENSG00000105289	TJP3
ENSG00000083642	PDS5B
ENSG00000054654	SYNE2
ENSG00000070047	PHRF1
ENSG00000133392	MYH11
ENSG00000075340	ADD2
ENSG00000186818	LILRB4
ENSG00000165322	ARHGAP12
ENSG00000033327	GAB2
ENSG00000165801	ARHGEF40
ENSG00000095585	BLNK
ENSG00000167258	CDK12
ENSG00000165821	SALL2
ENSG00000069275	NUCKS1
ENSG00000111961	SASH1
ENSG00000157985	AGAP1
ENSG00000119280	C1orf198
ENSG00000111785	RIC8B
ENSG00000122122	SASH3
ENSG00000145425	RPS3A
ENSG00000112242	E2F3
ENSG00000096070	BRPF3
ENSG00000055332	EIF2AK2
ENSG00000100629	CEP128
ENSG00000185567	AHNAK2
ENSG00000130764	LRRC47
ENSG00000178209	PLEC
ENSG00000172403	SYNPO2
ENSG00000125503	PPP1R12C
ENSG00000149596	JPH2
ENSG00000165476	REEP3
ENSG00000067596	DHX8
ENSG00000135631	RAB11FIP5
ENSG00000141858	SAMD1
ENSG00000079308	TNS1
ENSG00000113368	LMNB1
ENSG00000126461	SCAF1
ENSG00000196924	FLNA
ENSG00000127526	SLC35E1
ENSG00000133226	SRRM1
ENSG00000067369	TP53BP1
ENSG00000096654	ZNF184
ENSG00000170448	NFXL1
ENSG00000081277	PKP1
ENSG00000198730	CTR9
ENSG00000141570	CBX8
ENSG00000151150	ANK3
ENSG00000139505	MTMR6
ENSG00000068831	RASGRP2
ENSG00000149115	TNKS1BP1
ENSG00000161021	MAML1
ENSG00000131051	RBM39
ENSG00000134318	ROCK2
ENSG00000134762	DSC3
ENSG00000143614	GATAD2B
ENSG00000163798	SLC4A1AP
ENSG00000170145	SIK2
ENSG00000204209	DAXX
ENSG00000172943	PHF8
ENSG00000170234	PWWP2A
ENSG00000137145	DENND4C
ENSG00000155744	FAM126B
ENSG00000137497	NUMA1
ENSG00000143373	ZNF687
ENSG00000117724	CENPF
ENSG00000167978	SRRM2
ENSG00000103404	USP31
ENSG00000062485	CS
ENSG00000106263	EIF3B
ENSG00000132793	LPIN3
ENSG00000130826	DKC1
ENSG00000137076	TLN1
ENSG00000153317	ASAP1
ENSG00000167978	SRRM2
ENSG00000140464	PML
ENSG00000100281	HMGXB4
ENSG00000172164	SNTB1
ENSG00000196323	ZBTB44
ENSG00000005810	MYCBP2
ENSG00000120539	MASTL
ENSG00000172869	DMXL1
ENSG00000078018	MAP2
ENSG00000204469	PRRC2A
ENSG00000078018	MAP2
ENSG00000167978	SRRM2
ENSG00000111057	KRT18
ENSG00000069275	NUCKS1
ENSG00000142185	TRPM2
ENSG00000126705	AHDC1
ENSG00000009307	CSDE1
ENSG00000156299	TIAM1
ENSG00000047188	YTHDC2
ENSG00000085224	ATRX
ENSG00000134121	CHL1
ENSG00000170248	PDCD6IP
ENSG00000128191	DGCR8
ENSG00000172403	SYNPO2
ENSG00000073050	XRCC1
ENSG00000067191	CACNB1
ENSG00000188827	SLX4
ENSG00000133401	PDZD2
ENSG00000251322	SHANK3
ENSG00000164190	NIPBL
ENSG00000057294	PKP2
ENSG00000072501	SMC1A
ENSG00000147394	ZNF185
ENSG00000168724	DNAJC21
ENSG00000167978	SRRM2
ENSG00000143702	CEP170
ENSG00000126464	PRR12
ENSG00000132024	CC2D1A
ENSG00000056586	RC3H2
ENSG00000205744	DENND1C
ENSG00000116604	MEF2D
ENSG00000166819	PLIN1
ENSG00000151150	ANK3
ENSG00000100813	ACIN1
ENSG00000205420	KRT6A
ENSG00000104722	NEFM
ENSG00000139436	GIT2
